date,region,visitor_count,unique_visitors,tourism_spending,destination_search,avg_stay_time,avg_lodging_days,lodging_visitor_ratio,population,grdp,accommodation_business_count,restaurant_business_count,year,month,quarter
2025-06-01,경상남도,1561584.0,1308353.0,64197369783.0,141843.0,4.19,1.04,0.182,5240148,251527104000000,953,52086,2025,6,2
2020-01-01,경상북도,654824.0,536610.0,38118064434.0,50535.0,3.48,0.82,0.199,6340445,298000915000000,1056,70470,2020,1,1
2020-02-01,경상북도,723088.0,535776.0,32977281905.0,48913.0,3.97,1.0,0.225,6340445,298000915000000,1056,70470,2020,2,1
2020-03-01,경상북도,797237.0,606808.0,47505321903.0,74498.0,3.32,1.34,0.126,6340445,298000915000000,1056,70470,2020,3,1
2020-04-01,경상북도,801477.0,624100.0,36245513578.0,77134.0,3.25,0.8,0.324,6340445,298000915000000,1056,70470,2020,4,2
2020-05-01,경상북도,741685.0,583189.0,35947964858.0,85167.0,3.36,0.82,0.114,6340445,298000915000000,1056,70470,2020,5,2
2020-06-01,경상북도,796546.0,650891.0,45025927642.0,63762.0,3.62,1.16,0.285,6340445,298000915000000,1056,70470,2020,6,2
2020-07-01,경상북도,677072.0,555290.0,24981702537.0,76031.0,2.39,0.67,0.166,6340445,298000915000000,1056,70470,2020,7,3
2020-08-01,경상북도,612937.0,483815.0,30435425510.0,61735.0,3.21,1.27,0.205,6340445,298000915000000,1056,70470,2020,8,3
2020-09-01,경상북도,628433.0,452273.0,31074486090.0,50407.0,4.07,1.41,0.225,6340445,298000915000000,1056,70470,2020,9,3
2020-10-01,경상북도,546961.0,448714.0,29645040511.0,60151.0,4.12,1.31,0.217,6340445,298000915000000,1056,70470,2020,10,4
2020-11-01,경상북도,509574.0,412350.0,34064971294.0,56163.0,3.34,1.21,0.151,6340445,298000915000000,1056,70470,2020,11,4
2020-12-01,경상북도,602995.0,448060.0,37486313137.0,38220.0,4.33,1.18,0.056,6340445,298000915000000,1056,70470,2020,12,4
2021-01-01,경상북도,853263.0,651784.0,48190598520.0,81165.0,4.09,1.65,0.259,6340445,298000915000000,1056,70470,2021,1,1
2021-02-01,경상북도,817240.0,589613.0,35803564452.0,73561.0,3.72,1.27,0.267,6340445,298000915000000,1056,70470,2021,2,1
2021-03-01,경상북도,856317.0,661794.0,42241905892.0,61237.0,4.51,1.18,0.168,6340445,298000915000000,1056,70470,2021,3,1
2021-04-01,경상북도,963427.0,796474.0,64883729196.0,81444.0,3.54,1.05,0.349,6340445,298000915000000,1056,70470,2021,4,2
2021-05-01,경상북도,853534.0,626455.0,45286619823.0,78282.0,5.05,1.3,0.265,6340445,298000915000000,1056,70470,2021,5,2
2021-06-01,경상북도,812391.0,674050.0,42902327731.0,92325.0,4.03,1.32,0.066,6340445,298000915000000,1056,70470,2021,6,2
2021-07-01,경상북도,817339.0,573367.0,34314414656.0,77523.0,3.47,1.26,0.227,6340445,298000915000000,1056,70470,2021,7,3
2021-08-01,경상북도,777046.0,599088.0,28379228511.0,52225.0,4.54,1.63,0.238,6340445,298000915000000,1056,70470,2021,8,3
2021-09-01,경상북도,752465.0,597408.0,29271720468.0,53817.0,3.51,1.27,0.262,6340445,298000915000000,1056,70470,2021,9,3
2021-10-01,경상북도,705151.0,516031.0,39078497749.0,80558.0,3.14,1.43,0.129,6340445,298000915000000,1056,70470,2021,10,4
2021-11-01,경상북도,707619.0,538188.0,30692173206.0,55754.0,3.17,0.81,0.172,6340445,298000915000000,1056,70470,2021,11,4
2021-12-01,경상북도,643798.0,536925.0,43894552749.0,55548.0,3.52,1.2,0.285,6340445,298000915000000,1056,70470,2021,12,4
2022-01-01,경상북도,935000.0,740911.0,53964289688.0,106012.0,3.34,1.37,0.202,6340445,298000915000000,1056,70470,2022,1,1
2022-02-01,경상북도,989194.0,799842.0,46597918203.0,117730.0,4.8,1.08,0.219,6340445,298000915000000,1056,70470,2022,2,1
2022-03-01,경상북도,1143176.0,811815.0,42594270511.0,99458.0,2.97,0.98,0.083,6340445,298000915000000,1056,70470,2022,3,1
2022-04-01,경상북도,1039185.0,856336.0,55363206295.0,74831.0,3.54,1.36,0.097,6340445,298000915000000,1056,70470,2022,4,2
2022-05-01,경상북도,1143212.0,947653.0,66682129959.0,101311.0,4.31,1.07,0.219,6340445,298000915000000,1056,70470,2022,5,2
2022-06-01,경상북도,1121106.0,885746.0,53980392642.0,85928.0,4.17,1.48,0.28,6340445,298000915000000,1056,70470,2022,6,2
2022-07-01,경상북도,926501.0,776926.0,50774739366.0,104667.0,4.33,1.58,0.398,6340445,298000915000000,1056,70470,2022,7,3
2022-08-01,경상북도,965992.0,843933.0,37558839045.0,61057.0,4.12,1.16,0.26,6340445,298000915000000,1056,70470,2022,8,3
2022-09-01,경상북도,794566.0,569591.0,48905860495.0,83297.0,5.22,0.88,0.138,6340445,298000915000000,1056,70470,2022,9,3
2022-10-01,경상북도,779331.0,628716.0,52239245016.0,78469.0,4.15,1.56,0.159,6340445,298000915000000,1056,70470,2022,10,4
2022-11-01,경상북도,754233.0,663275.0,45997509791.0,74430.0,3.32,1.05,0.202,6340445,298000915000000,1056,70470,2022,11,4
2022-12-01,경상북도,903458.0,756344.0,48804833147.0,99784.0,3.57,1.13,0.189,6340445,298000915000000,1056,70470,2022,12,4
2023-01-01,경상북도,1050950.0,749357.0,71068250448.0,77135.0,2.95,1.12,0.263,6340445,298000915000000,1056,70470,2023,1,1
2023-02-01,경상북도,1178977.0,1022822.0,43214934137.0,123668.0,4.01,1.11,0.153,6340445,298000915000000,1056,70470,2023,2,1
2023-03-01,경상북도,1259162.0,1000961.0,51734383557.0,75609.0,4.27,1.32,0.227,6340445,298000915000000,1056,70470,2023,3,1
2023-04-01,경상북도,1340792.0,957547.0,75334473938.0,93635.0,3.21,0.94,0.283,6340445,298000915000000,1056,70470,2023,4,2
2023-05-01,경상북도,1470748.0,1074866.0,89255379101.0,114951.0,3.34,0.92,0.242,6340445,298000915000000,1056,70470,2023,5,2
2023-06-01,경상북도,1133250.0,880041.0,50484935031.0,118881.0,4.06,1.28,0.188,6340445,298000915000000,1056,70470,2023,6,2
2023-07-01,경상북도,1094203.0,886843.0,43049339126.0,91357.0,3.93,1.38,0.297,6340445,298000915000000,1056,70470,2023,7,3
2023-08-01,경상북도,906393.0,696150.0,36110840160.0,93487.0,4.32,1.6,0.214,6340445,298000915000000,1056,70470,2023,8,3
2023-09-01,경상북도,886445.0,673839.0,33082334474.0,71326.0,3.18,1.16,0.213,6340445,298000915000000,1056,70470,2023,9,3
2023-10-01,경상북도,734618.0,518308.0,47880338157.0,44651.0,4.51,1.15,0.257,6340445,298000915000000,1056,70470,2023,10,4
2023-11-01,경상북도,986445.0,694842.0,54705985603.0,91676.0,3.71,1.06,0.115,6340445,298000915000000,1056,70470,2023,11,4
2023-12-01,경상북도,1118218.0,782897.0,74986486521.0,78132.0,4.34,0.97,0.153,6340445,298000915000000,1056,70470,2023,12,4
2024-01-01,경상북도,1248607.0,931775.0,46401351641.0,91630.0,4.1,0.8,0.186,6340445,298000915000000,1056,70470,2024,1,1
2024-02-01,경상북도,1147014.0,997096.0,75760299929.0,107829.0,3.9,0.85,0.108,6340445,298000915000000,1056,70470,2024,2,1
2024-03-01,경상북도,1535281.0,1199508.0,98939147418.0,179084.0,3.49,1.32,0.082,6340445,298000915000000,1056,70470,2024,3,1
2024-04-01,경상북도,1282691.0,1100268.0,53419554076.0,112030.0,3.61,1.53,0.27,6340445,298000915000000,1056,70470,2024,4,2
2024-05-01,경상북도,1485200.0,1191572.0,75486073787.0,95104.0,3.66,1.47,0.201,6340445,298000915000000,1056,70470,2024,5,2
2024-06-01,경상북도,1419644.0,1119989.0,57277811354.0,86340.0,4.06,1.41,0.139,6340445,298000915000000,1056,70470,2024,6,2
2024-07-01,경상북도,1154200.0,910915.0,57970086856.0,97682.0,4.39,1.03,0.186,6340445,298000915000000,1056,70470,2024,7,3
2024-08-01,경상북도,991596.0,867811.0,42443200183.0,80071.0,4.43,1.7,0.337,6340445,298000915000000,1056,70470,2024,8,3
2024-09-01,경상북도,945275.0,771817.0,35864905826.0,59782.0,4.75,1.67,0.086,6340445,298000915000000,1056,70470,2024,9,3
2024-10-01,경상북도,967359.0,745771.0,45285829175.0,81267.0,4.16,1.15,0.131,6340445,298000915000000,1056,70470,2024,10,4
2024-11-01,경상북도,1016200.0,801081.0,65223555334.0,104022.0,4.63,0.74,0.207,6340445,298000915000000,1056,70470,2024,11,4
2024-12-01,경상북도,1134884.0,839594.0,51369446190.0,122781.0,4.4,1.22,0.187,6340445,298000915000000,1056,70470,2024,12,4
2025-01-01,경상북도,1227892.0,1054166.0,61342327802.0,113273.0,2.41,1.34,0.136,6340445,298000915000000,1056,70470,2025,1,1
2025-02-01,경상북도,1525927.0,1263731.0,64553757176.0,98842.0,3.23,1.01,0.245,6340445,298000915000000,1056,70470,2025,2,1
2025-03-01,경상북도,1496511.0,1208298.0,71063728944.0,113361.0,4.21,1.16,0.14,6340445,298000915000000,1056,70470,2025,3,1
2025-04-01,경상북도,1288455.0,1012165.0,62290495570.0,126862.0,4.47,0.91,0.189,6340445,298000915000000,1056,70470,2025,4,2
2025-05-01,경상북도,1590123.0,1379820.0,72481593542.0,186065.0,4.29,1.19,0.168,6340445,298000915000000,1056,70470,2025,5,2
2025-06-01,경상북도,1560947.0,1326311.0,64601587407.0,97271.0,4.05,1.07,0.261,6340445,298000915000000,1056,70470,2025,6,2
2020-01-01,광주광역시,324587.0,268811.0,16087327451.0,21435.0,2.77,0.79,0.143,5875653,182145243000000,361,83636,2020,1,1
2020-02-01,광주광역시,363802.0,303698.0,16409031555.0,35382.0,2.09,1.09,0.142,5875653,182145243000000,361,83636,2020,2,1
2020-03-01,광주광역시,417181.0,339646.0,13232891788.0,41956.0,2.99,1.12,0.106,5875653,182145243000000,361,83636,2020,3,1
2020-04-01,광주광역시,403670.0,343389.0,14379341063.0,39791.0,3.24,0.92,0.267,5875653,182145243000000,361,83636,2020,4,2
2020-05-01,광주광역시,379456.0,267886.0,13755516046.0,37638.0,2.7,1.04,0.2,5875653,182145243000000,361,83636,2020,5,2
2020-06-01,광주광역시,353121.0,304848.0,16103624509.0,33061.0,3.38,0.88,0.114,5875653,182145243000000,361,83636,2020,6,2
2020-07-01,광주광역시,382511.0,305395.0,14612000324.0,45369.0,2.95,0.86,0.116,5875653,182145243000000,361,83636,2020,7,3
2020-08-01,광주광역시,318929.0,272525.0,11465990016.0,36564.0,3.19,1.04,0.197,5875653,182145243000000,361,83636,2020,8,3
2020-09-01,광주광역시,281617.0,239174.0,10047741393.0,31644.0,3.49,0.96,0.131,5875653,182145243000000,361,83636,2020,9,3
2020-10-01,광주광역시,274846.0,204359.0,7920038822.0,24221.0,3.04,1.05,0.08,5875653,182145243000000,361,83636,2020,10,4
2020-11-01,광주광역시,280686.0,234029.0,8344135179.0,32047.0,2.52,0.98,0.212,5875653,182145243000000,361,83636,2020,11,4
2020-12-01,광주광역시,348295.0,255426.0,10627786835.0,25903.0,3.1,0.91,0.226,5875653,182145243000000,361,83636,2020,12,4
2021-01-01,광주광역시,372631.0,267137.0,19263364897.0,37320.0,3.11,1.02,0.306,5875653,182145243000000,361,83636,2021,1,1
2021-02-01,광주광역시,381710.0,297057.0,18411359685.0,36688.0,2.69,0.87,0.215,5875653,182145243000000,361,83636,2021,2,1
2021-03-01,광주광역시,519037.0,418606.0,24092225068.0,38536.0,3.59,0.72,0.167,5875653,182145243000000,361,83636,2021,3,1
2021-04-01,광주광역시,470475.0,384567.0,24812174428.0,45184.0,1.92,0.91,0.254,5875653,182145243000000,361,83636,2021,4,2
2021-05-01,광주광역시,451599.0,336798.0,17037579479.0,39899.0,3.09,0.86,0.056,5875653,182145243000000,361,83636,2021,5,2
2021-06-01,광주광역시,462165.0,346866.0,15611168163.0,42054.0,2.44,0.84,0.126,5875653,182145243000000,361,83636,2021,6,2
2021-07-01,광주광역시,422739.0,334927.0,15211807608.0,48998.0,3.6,0.75,0.155,5875653,182145243000000,361,83636,2021,7,3
2021-08-01,광주광역시,355076.0,270618.0,14713990547.0,39929.0,3.12,1.26,0.162,5875653,182145243000000,361,83636,2021,8,3
2021-09-01,광주광역시,335745.0,260514.0,13087671559.0,38428.0,2.32,1.04,0.245,5875653,182145243000000,361,83636,2021,9,3
2021-10-01,광주광역시,367482.0,320412.0,18168530237.0,22083.0,2.76,0.81,0.173,5875653,182145243000000,361,83636,2021,10,4
2021-11-01,광주광역시,397827.0,286677.0,15231948327.0,34760.0,3.4,0.73,0.149,5875653,182145243000000,361,83636,2021,11,4
2021-12-01,광주광역시,428945.0,305744.0,13101948515.0,34867.0,2.78,0.93,0.188,5875653,182145243000000,361,83636,2021,12,4
2022-01-01,광주광역시,435973.0,351769.0,12537868197.0,42798.0,3.63,0.94,0.205,5875653,182145243000000,361,83636,2022,1,1
2022-02-01,광주광역시,532697.0,384448.0,27440586992.0,34085.0,3.29,0.69,0.171,5875653,182145243000000,361,83636,2022,2,1
2022-03-01,광주광역시,553534.0,416871.0,22635673558.0,52382.0,2.91,0.53,0.203,5875653,182145243000000,361,83636,2022,3,1
2022-04-01,광주광역시,605320.0,515859.0,27940700244.0,51934.0,3.58,0.68,0.213,5875653,182145243000000,361,83636,2022,4,2
2022-05-01,광주광역시,603580.0,471007.0,29490117780.0,65999.0,2.7,0.56,0.129,5875653,182145243000000,361,83636,2022,5,2
2022-06-01,광주광역시,467370.0,377725.0,21729178270.0,47347.0,3.53,0.7,0.143,5875653,182145243000000,361,83636,2022,6,2
2022-07-01,광주광역시,457610.0,393644.0,17077945646.0,31698.0,2.9,0.91,0.157,5875653,182145243000000,361,83636,2022,7,3
2022-08-01,광주광역시,410007.0,292297.0,15967923666.0,32256.0,3.55,1.08,0.25,5875653,182145243000000,361,83636,2022,8,3
2022-09-01,광주광역시,388675.0,341197.0,15576935297.0,39371.0,2.73,0.89,0.105,5875653,182145243000000,361,83636,2022,9,3
2022-10-01,광주광역시,416720.0,364015.0,15959244912.0,25978.0,2.79,0.88,0.146,5875653,182145243000000,361,83636,2022,10,4
2022-11-01,광주광역시,424358.0,319144.0,21834104643.0,28419.0,3.72,0.88,0.177,5875653,182145243000000,361,83636,2022,11,4
2022-12-01,광주광역시,477435.0,405250.0,25586840121.0,36908.0,3.41,0.88,0.189,5875653,182145243000000,361,83636,2022,12,4
2023-01-01,광주광역시,498867.0,397823.0,16178594752.0,46506.0,2.49,1.19,0.178,5875653,182145243000000,361,83636,2023,1,1
2023-02-01,광주광역시,604256.0,455863.0,21217255784.0,43311.0,3.55,0.87,0.14,5875653,182145243000000,361,83636,2023,2,1
2023-03-01,광주광역시,563088.0,452996.0,18046713687.0,48787.0,3.34,0.86,0.288,5875653,182145243000000,361,83636,2023,3,1
2023-04-01,광주광역시,683933.0,548848.0,30316599939.0,49297.0,3.4,0.81,0.159,5875653,182145243000000,361,83636,2023,4,2
2023-05-01,광주광역시,781496.0,579084.0,41483929606.0,89534.0,2.32,0.95,0.258,5875653,182145243000000,361,83636,2023,5,2
2023-06-01,광주광역시,608754.0,513154.0,21630282849.0,68561.0,3.13,0.97,0.163,5875653,182145243000000,361,83636,2023,6,2
2023-07-01,광주광역시,620863.0,500398.0,23636818543.0,47898.0,2.98,1.02,0.127,5875653,182145243000000,361,83636,2023,7,3
2023-08-01,광주광역시,534834.0,421780.0,23115846527.0,59866.0,1.91,0.89,0.18,5875653,182145243000000,361,83636,2023,8,3
2023-09-01,광주광역시,507884.0,407950.0,26856491899.0,36582.0,3.29,1.12,0.154,5875653,182145243000000,361,83636,2023,9,3
2023-10-01,광주광역시,473534.0,374981.0,21061888975.0,54732.0,3.45,0.9,0.145,5875653,182145243000000,361,83636,2023,10,4
2023-11-01,광주광역시,533119.0,439640.0,17021489381.0,41564.0,3.43,1.11,0.137,5875653,182145243000000,361,83636,2023,11,4
2023-12-01,광주광역시,501582.0,437550.0,14408439587.0,60124.0,2.69,1.08,0.192,5875653,182145243000000,361,83636,2023,12,4
2024-01-01,광주광역시,651469.0,542860.0,20939966164.0,68538.0,3.23,1.03,0.227,5875653,182145243000000,361,83636,2024,1,1
2024-02-01,광주광역시,705720.0,571950.0,21707528933.0,62991.0,3.2,0.87,0.126,5875653,182145243000000,361,83636,2024,2,1
2024-03-01,광주광역시,687183.0,524175.0,21529749646.0,74555.0,2.93,0.91,0.197,5875653,182145243000000,361,83636,2024,3,1
2024-04-01,광주광역시,714725.0,564713.0,34850118744.0,73206.0,2.9,0.6,0.125,5875653,182145243000000,361,83636,2024,4,2
2024-05-01,광주광역시,686813.0,580101.0,35848437997.0,57903.0,2.58,0.85,0.198,5875653,182145243000000,361,83636,2024,5,2
2024-06-01,광주광역시,612636.0,499473.0,32753962042.0,58941.0,2.94,1.16,0.096,5875653,182145243000000,361,83636,2024,6,2
2024-07-01,광주광역시,498417.0,401453.0,22145648737.0,32051.0,3.08,0.69,0.206,5875653,182145243000000,361,83636,2024,7,3
2024-08-01,광주광역시,611000.0,516120.0,26021753164.0,55729.0,3.25,0.97,0.138,5875653,182145243000000,361,83636,2024,8,3
2024-09-01,광주광역시,535896.0,402549.0,17101857640.0,52396.0,2.2,0.78,0.166,5875653,182145243000000,361,83636,2024,9,3
2024-10-01,광주광역시,558137.0,396994.0,27852772935.0,33616.0,2.54,1.05,0.119,5875653,182145243000000,361,83636,2024,10,4
2024-11-01,광주광역시,515346.0,394159.0,18240696993.0,56978.0,2.86,1.09,0.13,5875653,182145243000000,361,83636,2024,11,4
2024-12-01,광주광역시,577693.0,499006.0,22022599531.0,68078.0,3.43,0.95,0.134,5875653,182145243000000,361,83636,2024,12,4
2025-01-01,광주광역시,538205.0,438038.0,24998715824.0,32433.0,2.94,1.0,0.122,5875653,182145243000000,361,83636,2025,1,1
2025-02-01,광주광역시,717998.0,600955.0,37870580762.0,73345.0,3.03,0.78,0.148,5875653,182145243000000,361,83636,2025,2,1
2025-03-01,광주광역시,784916.0,556249.0,29576636569.0,92155.0,3.54,0.37,0.166,5875653,182145243000000,361,83636,2025,3,1
2025-04-01,광주광역시,691729.0,530118.0,26237434062.0,43677.0,2.91,0.82,0.241,5875653,182145243000000,361,83636,2025,4,2
2025-05-01,광주광역시,772056.0,569900.0,34945210907.0,68201.0,3.14,0.85,0.184,5875653,182145243000000,361,83636,2025,5,2
2025-06-01,광주광역시,761310.0,573384.0,24349228995.0,75445.0,3.72,0.74,0.224,5875653,182145243000000,361,83636,2025,6,2
2020-01-01,대구광역시,492705.0,399295.0,17216742048.0,58863.0,3.52,1.19,0.267,10255715,451251460000000,1228,69266,2020,1,1
2020-02-01,대구광역시,481063.0,352030.0,17509375048.0,34245.0,3.24,0.83,0.243,10255715,451251460000000,1228,69266,2020,2,1
2020-03-01,대구광역시,631915.0,521509.0,21855405995.0,68847.0,2.93,0.82,0.137,10255715,451251460000000,1228,69266,2020,3,1
2020-04-01,대구광역시,685527.0,551448.0,22545904598.0,77223.0,3.65,0.84,0.154,10255715,451251460000000,1228,69266,2020,4,2
2020-05-01,대구광역시,589605.0,482264.0,26758255199.0,38454.0,3.36,0.61,0.106,10255715,451251460000000,1228,69266,2020,5,2
2020-06-01,대구광역시,580465.0,458136.0,18925734185.0,42496.0,2.74,0.86,0.189,10255715,451251460000000,1228,69266,2020,6,2
2020-07-01,대구광역시,502339.0,395092.0,23365518244.0,54996.0,3.77,1.22,0.113,10255715,451251460000000,1228,69266,2020,7,3
2020-08-01,대구광역시,406276.0,348647.0,21162913659.0,40427.0,3.42,1.12,0.204,10255715,451251460000000,1228,69266,2020,8,3
2020-09-01,대구광역시,458788.0,372237.0,23340314477.0,31893.0,3.76,0.89,0.129,10255715,451251460000000,1228,69266,2020,9,3
2020-10-01,대구광역시,395803.0,335338.0,20991046851.0,35800.0,3.44,1.0,0.179,10255715,451251460000000,1228,69266,2020,10,4
2020-11-01,대구광역시,388438.0,316235.0,17513725074.0,41482.0,3.56,1.01,0.154,10255715,451251460000000,1228,69266,2020,11,4
2020-12-01,대구광역시,481579.0,366740.0,22926670641.0,55825.0,3.22,0.87,0.187,10255715,451251460000000,1228,69266,2020,12,4
2021-01-01,대구광역시,606969.0,432237.0,28063250371.0,49015.0,2.71,0.86,0.183,10255715,451251460000000,1228,69266,2021,1,1
2021-02-01,대구광역시,635123.0,447397.0,19689924762.0,50439.0,2.95,1.27,0.172,10255715,451251460000000,1228,69266,2021,2,1
2021-03-01,대구광역시,635054.0,475816.0,36529430887.0,54342.0,4.1,0.71,0.166,10255715,451251460000000,1228,69266,2021,3,1
2021-04-01,대구광역시,709513.0,524854.0,23159032957.0,71540.0,3.67,0.7,0.225,10255715,451251460000000,1228,69266,2021,4,2
2021-05-01,대구광역시,699365.0,542393.0,33407216527.0,58646.0,3.15,1.14,0.164,10255715,451251460000000,1228,69266,2021,5,2
2021-06-01,대구광역시,603072.0,425530.0,29023021232.0,49519.0,2.88,0.94,0.239,10255715,451251460000000,1228,69266,2021,6,2
2021-07-01,대구광역시,599845.0,503130.0,32018602678.0,63381.0,3.42,0.77,0.194,10255715,451251460000000,1228,69266,2021,7,3
2021-08-01,대구광역시,583189.0,458780.0,19589776135.0,39372.0,3.44,0.82,0.277,10255715,451251460000000,1228,69266,2021,8,3
2021-09-01,대구광역시,499048.0,355101.0,23070806330.0,37997.0,2.51,0.83,0.232,10255715,451251460000000,1228,69266,2021,9,3
2021-10-01,대구광역시,479582.0,341962.0,19699235383.0,42585.0,3.19,0.64,0.219,10255715,451251460000000,1228,69266,2021,10,4
2021-11-01,대구광역시,534291.0,449004.0,16818215625.0,47461.0,3.4,0.91,0.153,10255715,451251460000000,1228,69266,2021,11,4
2021-12-01,대구광역시,641526.0,530185.0,29267983049.0,38868.0,3.19,1.0,0.062,10255715,451251460000000,1228,69266,2021,12,4
2022-01-01,대구광역시,657097.0,463895.0,21380189114.0,55075.0,2.87,1.0,0.116,10255715,451251460000000,1228,69266,2022,1,1
2022-02-01,대구광역시,785903.0,578446.0,27471651725.0,52085.0,3.5,1.24,0.228,10255715,451251460000000,1228,69266,2022,2,1
2022-03-01,대구광역시,789282.0,653234.0,42692568135.0,81174.0,2.89,0.84,0.237,10255715,451251460000000,1228,69266,2022,3,1
2022-04-01,대구광역시,815573.0,690883.0,34827477068.0,80427.0,3.66,1.31,0.187,10255715,451251460000000,1228,69266,2022,4,2
2022-05-01,대구광역시,762663.0,653542.0,27732428686.0,90415.0,2.97,0.75,0.146,10255715,451251460000000,1228,69266,2022,5,2
2022-06-01,대구광역시,792632.0,625922.0,36069443102.0,81762.0,3.74,0.97,0.183,10255715,451251460000000,1228,69266,2022,6,2
2022-07-01,대구광역시,732844.0,522514.0,22889451454.0,55301.0,2.71,1.18,0.17,10255715,451251460000000,1228,69266,2022,7,3
2022-08-01,대구광역시,686676.0,533265.0,27336166063.0,56488.0,3.62,1.0,0.235,10255715,451251460000000,1228,69266,2022,8,3
2022-09-01,대구광역시,673741.0,530639.0,36487891416.0,76835.0,2.98,0.63,0.144,10255715,451251460000000,1228,69266,2022,9,3
2022-10-01,대구광역시,623194.0,459867.0,29504943591.0,61007.0,3.29,0.83,0.198,10255715,451251460000000,1228,69266,2022,10,4
2022-11-01,대구광역시,633438.0,463894.0,23349288694.0,74925.0,3.33,1.02,0.16,10255715,451251460000000,1228,69266,2022,11,4
2022-12-01,대구광역시,588355.0,504065.0,25012341806.0,53475.0,3.18,1.19,0.079,10255715,451251460000000,1228,69266,2022,12,4
2023-01-01,대구광역시,773896.0,676768.0,28960145039.0,76929.0,2.66,1.18,0.136,10255715,451251460000000,1228,69266,2023,1,1
2023-02-01,대구광역시,774681.0,552525.0,27127314684.0,70640.0,3.07,1.16,0.148,10255715,451251460000000,1228,69266,2023,2,1
2023-03-01,대구광역시,825110.0,669235.0,40945515349.0,57776.0,2.99,1.13,0.244,10255715,451251460000000,1228,69266,2023,3,1
2023-04-01,대구광역시,1030230.0,870565.0,47721923001.0,115485.0,3.16,0.91,0.165,10255715,451251460000000,1228,69266,2023,4,2
2023-05-01,대구광역시,929513.0,739531.0,51937181426.0,57965.0,3.18,0.93,0.118,10255715,451251460000000,1228,69266,2023,5,2
2023-06-01,대구광역시,873040.0,690838.0,27527630809.0,60153.0,3.42,1.14,0.195,10255715,451251460000000,1228,69266,2023,6,2
2023-07-01,대구광역시,872249.0,687325.0,42337816020.0,59644.0,1.81,0.77,0.212,10255715,451251460000000,1228,69266,2023,7,3
2023-08-01,대구광역시,759564.0,592365.0,41026691820.0,53647.0,2.89,1.13,0.204,10255715,451251460000000,1228,69266,2023,8,3
2023-09-01,대구광역시,701489.0,553819.0,33114084508.0,78661.0,3.38,0.87,0.18,10255715,451251460000000,1228,69266,2023,9,3
2023-10-01,대구광역시,686618.0,564244.0,24901131141.0,68341.0,3.42,1.29,0.112,10255715,451251460000000,1228,69266,2023,10,4
2023-11-01,대구광역시,714991.0,629117.0,22673344632.0,84820.0,2.84,1.16,0.162,10255715,451251460000000,1228,69266,2023,11,4
2023-12-01,대구광역시,776103.0,646432.0,42138993513.0,65385.0,3.89,1.2,0.107,10255715,451251460000000,1228,69266,2023,12,4
2024-01-01,대구광역시,915063.0,771953.0,38659479474.0,99806.0,3.54,0.98,0.118,10255715,451251460000000,1228,69266,2024,1,1
2024-02-01,대구광역시,874546.0,721662.0,35829097447.0,76017.0,2.41,0.83,0.102,10255715,451251460000000,1228,69266,2024,2,1
2024-03-01,대구광역시,1139249.0,924510.0,48995723482.0,94315.0,3.68,0.97,0.239,10255715,451251460000000,1228,69266,2024,3,1
2024-04-01,대구광역시,1013189.0,771467.0,41278651383.0,85036.0,3.19,1.16,0.313,10255715,451251460000000,1228,69266,2024,4,2
2024-05-01,대구광역시,1127998.0,954667.0,56324282731.0,132350.0,3.47,0.91,0.198,10255715,451251460000000,1228,69266,2024,5,2
2024-06-01,대구광역시,959962.0,689498.0,41869406813.0,72387.0,3.47,0.76,0.114,10255715,451251460000000,1228,69266,2024,6,2
2024-07-01,대구광역시,906608.0,685428.0,42611549418.0,93353.0,3.87,0.84,0.087,10255715,451251460000000,1228,69266,2024,7,3
2024-08-01,대구광역시,809650.0,666019.0,28609073782.0,74091.0,3.12,0.84,0.194,10255715,451251460000000,1228,69266,2024,8,3
2024-09-01,대구광역시,675740.0,590142.0,29430110598.0,73223.0,3.41,0.84,0.18,10255715,451251460000000,1228,69266,2024,9,3
2024-10-01,대구광역시,765629.0,618850.0,40334803081.0,86556.0,3.27,0.82,0.139,10255715,451251460000000,1228,69266,2024,10,4
2024-11-01,대구광역시,690189.0,587472.0,37878021709.0,56047.0,4.04,1.11,0.137,10255715,451251460000000,1228,69266,2024,11,4
2024-12-01,대구광역시,874161.0,678588.0,42446958939.0,57460.0,2.93,0.79,0.296,10255715,451251460000000,1228,69266,2024,12,4
2025-01-01,대구광역시,842984.0,701900.0,45409920396.0,61542.0,3.35,1.2,0.267,10255715,451251460000000,1228,69266,2025,1,1
2025-02-01,대구광역시,895723.0,690032.0,41713602306.0,80441.0,3.33,0.8,0.268,10255715,451251460000000,1228,69266,2025,2,1
2025-03-01,대구광역시,1191206.0,982315.0,68330169425.0,80649.0,2.93,1.02,0.146,10255715,451251460000000,1228,69266,2025,3,1
2025-04-01,대구광역시,966097.0,690078.0,31620249238.0,109798.0,3.47,0.84,0.119,10255715,451251460000000,1228,69266,2025,4,2
2025-05-01,대구광역시,1020691.0,727239.0,45439555055.0,65382.0,2.61,0.84,0.215,10255715,451251460000000,1228,69266,2025,5,2
2025-06-01,대구광역시,1082773.0,884796.0,48612658973.0,86037.0,3.25,1.21,0.108,10255715,451251460000000,1228,69266,2025,6,2
